parte_proyecto_inclusion,sexo,edad,departamento,ciudad,unidad_educativa,nivel_educacion_maximo,anios_experiencia,tiempo_ue_actual,tiempo_ue_actual_num,area_imparte,paso_curso_tec,curso,pc_casa,laptop_escritorio,num_pc,tablet,num_tablet,origen_pc,pc_llenado,pc_juegos,pc_estudio,pc_musica,pc_redes,pc_nada,pc_planificar,pc_clases,pc_videos,pc_internet,tiene_celular,tiene_smartphone,cel_llamadas,cel_musica,cel_juegos,cel_fotos,cel_redes,cel_text,cel_videos,cel_internet,internet_casa,internet_movil,internet_colegio,usa_facebook,usa_youtube,usa_whatsapp,usa_messenger,usa_instagram,usa_twiter,usa_linkedin,usa_skype,dias_uso_internet,so,conoce_soft_libre,existe_laboratorio,sabe_inclusion_digital
Sí,Femenino,59,La Paz,El Alto,DR. CARLOS MONTENEGRO,licenciatura,18,Más de un año,2,"Ciencia, Tecnología y Producción",No,,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,2,Windows,Sí,Sí,Sí
Sí,Femenino,58,La Paz,El Alto,DR. CARLOS MONTENEGRO,licenciatura,34,Más de un año,12,"Vida, Tierra y Territorio",Sí,Tic,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,No,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,7,Windows,No,Sí,No
Sí,Femenino,35,La Paz,La Paz,MARIEN GARTEN C,licenciatura,4,Menos de un año,NA,Comunidad y Sociedad,Sí,Herramientas de software libre,No,,NA,No,NA,Por algún familiar,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,30,Santa Cruz,Santa Cruz de la Sierra,ARZOBISPO DANIEL RIVERO,especialidad,9,Más de un año,4,Cosmos y Pensamiento,Sí,Agetic,Sí,Computadora portátil,3,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,7,Windows,No,Sí,No
Sí,Masculino,33,La Paz,El Alto,HUAYNA POTOSI MAÑANA,licenciatura,6,Más de un año,3,Comunidad y Sociedad,Sí,Uso de las tics y manejo de quas,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Masculino,57,La Paz,El Alto,BAUTISTA SAAVEDRA,licenciatura,25,Más de un año,17,Comunidad y Sociedad,Sí,UNEFCO AULA VIRTUAL,Sí,Computadora de escritorio,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,7,Windows,No,No,No
Sí,Masculino,54,La Paz,El Alto,DR. CARLOS MONTENEGRO,licenciatura,17,Más de un año,10,Comunidad y Sociedad,Sí,Inclusion digital,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,54,La Paz,El Alto,DR. CARLOS MONTENEGRO,normalista,30,Más de un año,5,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,Windows,No,No,Sí
Sí,Femenino,35,La Paz,El Alto,DR. CARLOS MONTENEGRO,normalista,10,Más de un año,6,"Ciencia, Tecnología y Producción",No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,5,Windows,No,No,Sí
Sí,Masculino,38,La Paz,El Alto,16 DE FEBRERO B,licenciatura,16,Más de un año,8,Comunidad y Sociedad,No,,Sí,Computadora portátil,3,Sí,1,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Masculino,53,La Paz,El Alto,JOSE ANTONIO PAREDES CANDIA,licenciatura,30,Más de un año,4,Comunidad y Sociedad,Sí,Replica de kuaas,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,44,La Paz,La Paz,SAN SIMON DE AYACUCHO A,licenciatura,7,Más de un año,4,"Vida, Tierra y Territorio",Sí,Uso de las Tic en el aula,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,37,La Paz,El Alto,ABEL ITURRALDE B,normalista,13,Más de un año,11,Comunidad y Sociedad,Sí,Manejo de las Quas,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,6,Windows,No,No,Sí
Sí,Masculino,52,La Paz,El Alto,ABEL ITURRALDE B,licenciatura,24,Más de un año,19,Comunidad y Sociedad,Sí,Manejo de tecnologia por UNEFCO,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,No,Sí,No
Sí,Femenino,46,La Paz,La Paz,ALFREDO VARGAS B,licenciatura,21,Más de un año,17,"Ciencia, Tecnología y Producción",Sí,classroom,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,3,Windows,Sí,Sí,Sí
Sí,Masculino,54,La Paz,La Paz,ALFREDO VARGAS B,licenciatura,22,Más de un año,19,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,4,Windows,No,No,No
Sí,Femenino,27,Santa Cruz,Santa Cruz de la Sierra,MONSEÑOR SANTISTEVAN I,licenciatura,3,Más de un año,3,"Ciencia, Tecnología y Producción",Sí,TICS EN EL AULA,Sí,Computadora de escritorio,1,No,NA,Por algún familiar,No,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,44,Santa Cruz,Santa Cruz de la Sierra,MONSEÑOR SANTISTEVAN I,licenciatura,13,Menos de un año,NA,Comunidad y Sociedad,Sí,operador de computadora,Sí,Computadora portátil,5,No,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,50,Santa Cruz,Santa Cruz de la Sierra,MONSEÑOR SANTISTEVAN I,licenciatura,22,Más de un año,22,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,30,Santa Cruz,Santa Cruz de la Sierra,MONSEÑOR SANTISTEVAN I,especialidad,10,Más de un año,5,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,27,La Paz,La Paz,ELISA DE BALLIVIAN,licenciatura,1,Más de un año,1,Comunidad y Sociedad,Sí,Aula virtual UNEFCO,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,7,Windows,No,Sí,No
Sí,Masculino,51,La Paz,La Paz,ELISA DE BALLIVIAN,licenciatura,24,Más de un año,2,"Ciencia, Tecnología y Producción",Sí,Manejo de las tics en el aula ,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,No,No,No
Sí,Femenino,34,La Paz,La Paz,ELISA DE BALLIVIAN,licenciatura,7,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,NA,Windows,No,No,No
Sí,Femenino,37,La Paz,La Paz,ELISA DE BALLIVIAN,licenciatura,14,Más de un año,9,"Ciencia, Tecnología y Producción",Sí,Uso de herramientas tecnológicas ,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,7,Windows,Sí,No,Sí
Sí,Femenino,33,La Paz,La Paz,PEDRO POVEDA A,licenciatura,5,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,Sí,No,No
Sí,Femenino,31,Chuquisaca,Yotala,DOROTEO HERNANDEZ,licenciatura,7,Más de un año,4,"Ciencia, Tecnología y Producción",Sí,Manejo de kuuas,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,63,La Paz,La Paz,MARIA INMACULADA A,especialidad,38,Más de un año,9,Comunidad y Sociedad,Sí,El uso de aplicaciones para utilizar el aula TICs.,No,,NA,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,2,Windows,Sí,Sí,Sí
Sí,Masculino,45,La Paz,El Alto,ALTO DE LA ALIANZA MAÑANA,licenciatura,18,Más de un año,12,"Vida, Tierra y Territorio",Sí,Unefco,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Femenino,57,La Paz,La Paz,PEDRO POVEDA A,normalista,30,Más de un año,26,Comunidad y Sociedad,Sí,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,5,Windows,Sí,No,No
Sí,Femenino,38,La Paz,La Paz,PEDRO POVEDA A,especialidad,8,Más de un año,3,"Vida, Tierra y Territorio",Sí,El uso de videos ,Sí,Computadora de escritorio,2,Sí,1,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,Windows,Sí,Sí,Sí
Sí,Masculino,28,La Paz,La Paz,PEDRO POVEDA A,licenciatura,7,Más de un año,2,"Ciencia, Tecnología y Producción",No,,Sí,Computadora portátil,2,No,NA,Por cuenta propia,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,7,Windows,Sí,Sí,No
Sí,Masculino,44,La Paz,El Alto,BAUTISTA SAAVEDRA,especialidad,6,Más de un año,6,Comunidad y Sociedad,Sí,Segundo,Sí,Computadora portátil,1,No,NA,Por cuenta propia,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,3,Windows,Sí,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,PEDRO POVEDA A,licenciatura,21,Más de un año,19,Comunidad y Sociedad,Sí,Uso de la tics ,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,50,La Paz,La Paz,PEDRO POVEDA A,licenciatura,23,Más de un año,1,"Ciencia, Tecnología y Producción",Sí,Robotica,Sí,Computadora portátil,3,Sí,4,Otro,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Masculino,33,La Paz,La Paz,PEDRO POVEDA A,normalista,8,Más de un año,3,Cosmos y Pensamiento,Sí,El   que  dió  el  gobierno,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,7,Windows,No,Sí,Sí
Sí,Masculino,43,La Paz,La Paz,MAX VALDIVIA,especialidad,18,Más de un año,6,"Vida, Tierra y Territorio",Sí,TIC*S,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,5,Windows,Sí,No,Sí
Sí,Femenino,46,La Paz,La Paz,PEDRO POVEDA A,licenciatura,20,Más de un año,2,Comunidad y Sociedad,Sí,Manejo de las kuas con los estudiantes,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,3,Windows,No,Sí,Sí
Sí,Femenino,36,La Paz,La Paz,MAX VALDIVIA,licenciatura,9,Menos de un año,NA,Comunidad y Sociedad,Sí,Ntics del profocom,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,3,Windows,Sí,No,No
Sí,Masculino,28,La Paz,La Paz,PEDRO POVEDA A,licenciatura,6,Menos de un año,NA,Comunidad y Sociedad,Sí,Estrategias metodológicas en Ciencias Sociales,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,No,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,No,No,NA,Linux,Sí,No,Sí
Sí,Femenino,47,La Paz,La Paz,PEDRO POVEDA A,licenciatura,20,Más de un año,2,Cosmos y Pensamiento,Sí,worf y excel lo basico,Sí,Computadora de escritorio,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,2,Windows,Sí,No,Sí
Sí,Femenino,28,La Paz,La Paz,MAX VALDIVIA,licenciatura,4,Menos de un año,NA,Comunidad y Sociedad,Sí,NTics profocom ,Sí,Computadora portátil,1,Sí,1,Por cuenta propia,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,4,Windows,No,No,No
Sí,Masculino,31,La Paz,La Paz,PEDRO POVEDA A,licenciatura,7,Más de un año,4,"Vida, Tierra y Territorio",Sí,Aplicaciones interactivas con JClic ,Sí,Computadora portátil,2,No,NA,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,Sí,No,Sí
Sí,Femenino,42,Cochabamba,Quillacollo,EL PASO A,especialidad,19,Más de un año,19,Comunidad y Sociedad,Sí,Herramientas Tic para el  área  de ciencias  sociales ,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,7,Windows,No,Sí,No
Sí,Femenino,58,La Paz,La Paz,PEDRO POVEDA A,especialidad,35,Más de un año,25,Comunidad y Sociedad,Sí,,Sí,Computadora portátil,2,Sí,2,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,7,Windows,No,Sí,No
Sí,Femenino,33,La Paz,La Paz,MAX VALDIVIA,licenciatura,6,Más de un año,6,Cosmos y Pensamiento,No,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,5,Windows,No,Sí,Sí
Sí,Femenino,37,La Paz,La Paz,PEDRO POVEDA A,licenciatura,16,Más de un año,13,"Ciencia, Tecnología y Producción",Sí,Pisos tecnológicos e inclusión digital,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,7,Linux,Sí,Sí,Sí
No,Masculino,43,La Paz,La Paz,PEDRO POVEDA A,licenciatura,11,Más de un año,2,"Ciencia, Tecnología y Producción",Sí,Virtual fusión ,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,7,Windows,Sí,Sí,No
Sí,Masculino,28,La Paz,El Alto,U.E. ARMADA BOLIVIANA,normalista,5,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,1,Sí,1,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Femenino,34,La Paz,La Paz,ELISA DE BALLIVIAN,licenciatura,10,Más de un año,5,"Vida, Tierra y Territorio",Sí,,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,No,No,7,Windows,Sí,No,No
Sí,Femenino,45,La Paz,La Paz,ELISA DE BALLIVIAN,especialidad,18,Más de un año,6,"Ciencia, Tecnología y Producción",Sí,Ofinatica en Educacion - Fundacion La Paz,Sí,Computadora portátil,2,Sí,2,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,Windows,Sí,No,Sí
Sí,Femenino,46,La Paz,La Paz,ELISA DE BALLIVIAN,especialidad,12,Más de un año,7,Cosmos y Pensamiento,Sí,"Infogramas, prezi, powton en UNEFCO",Sí,Computadora portátil,2,No,NA,Otro,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,No,No
Sí,Femenino,45,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,licenciatura,22,Más de un año,17,"Vida, Tierra y Territorio",Sí,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Femenino,39,La Paz,La Paz,ELISA DE BALLIVIAN,licenciatura,6,Más de un año,4,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,5,Linux,Sí,No,Sí
No,Masculino,38,La Paz,La Paz,ELISA DE BALLIVIAN,maestria,11,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,4,Sí,2,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,Windows,Sí,Sí,No
Sí,Femenino,54,Cochabamba,Quillacollo,EL PASO A,licenciatura,29,Más de un año,17,Comunidad y Sociedad,Sí,Tics ,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Linux,No,No,Sí
Sí,Masculino,34,La Paz,La Paz,25 DE MAYO,normalista,7,Menos de un año,NA,Comunidad y Sociedad,Sí,Uso de software libre,Sí,Computadora portátil,1,No,NA,Por cuenta propia,No,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,NA,Windows,No,No,No
Sí,Femenino,50,La Paz,La Paz,ELISA DE BALLIVIAN,licenciatura,13,Más de un año,13,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,2,Sí,1,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,46,La Paz,La Paz,ELISA DE BALLIVIAN,especialidad,22,Más de un año,14,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,5,Otro,No,Sí,Sí
Sí,Femenino,56,La Paz,La Paz,ELISA DE BALLIVIAN,normalista,26,Más de un año,23,"Ciencia, Tecnología y Producción",No,,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,1,Windows,No,Sí,No
Sí,Masculino,45,La Paz,La Paz,ELISA DE BALLIVIAN,normalista,19,Más de un año,10,Comunidad y Sociedad,Sí,Finale ,Sí,Computadora portátil,1,Sí,2,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Masculino,31,La Paz,La Paz,ELISA DE BALLIVIAN,especialidad,10,Más de un año,4,Comunidad y Sociedad,Sí,RECURSOS TECNOLÓGICOS DEL AULA EN EL MESC CIENCIAS SOCIALES,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,7,Windows,Sí,Sí,Sí
